,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,source,Enrichment_Term,score,significance_str,immune_related,dataset
159,prerank,KEGG_2021_Human__Autophagy,0.3886640415505493,1.1885999421346407,0.16416184971098266,0.37412363332894505,1.0,33/116,19.55%,MAP2K2;CTSB;RAB8A;GABARAP;SQSTM1;DDIT4;EIF2S1;PPP2CA;GABARAPL1;PRKCD;VMP1;RRAGC;CTSL;LAMP2;ATG3;SNAP29;RRAS2;BECN1;DAPK3;MAP2K1;SH3GLB1;VAMP8;LAMP1;RAB7A;ATG4A;ATG9A;ATG4B;ATG101;MTMR14;CFLAR;RHEB;HIF1A;MLST8,KEGG_2021_Human,Autophagy,0.42698485662360475,ns,False,Dwarfhamster_hd
158,prerank,KEGG_2021_Human__Endometrial cancer,0.4383947950862042,1.1888181576848063,0.21801566579634465,0.3766701467425404,1.0,4/44,6.52%,MAP2K2;BAK1;CDKN1A;BAX,KEGG_2021_Human,Endometrial cancer,0.42403879874748157,ns,False,Dwarfhamster_hd
156,prerank,KEGG_2021_Human__Endocytosis,0.37938225568663364,1.1905166880378002,0.12240437158469945,0.37594281964465837,1.0,53/173,24.68%,VPS28;RAB8A;MVB12A;EPN1;TSG101;CLTA;VPS37C;PML;VPS29;SNF8;CCR5;VPS26A;STAMBP;RAB11A;RNF41;VPS25;ARF5;RAB5C;CXCR2;HGS;AP2S1;ASAP3;SMAP2;SH3GLB1;CXCR1;EHD1;CLTB;RAB7A;CAPZB;RAB5A;ARPC3;ARPC1A;CYTH2;PIP5K1C;WASHC1;CHMP7;CYTH1;RNF103-CHMP3;SNX12;ARFGAP1;ARPC1B;SRC;CAV2;SPG21;ARFGAP2;CDC42;CHMP2A;DAB2;CHMP5;ARF3;MDM2;CHMP6;VPS26B,KEGG_2021_Human,Endocytosis,0.42487820560755846,ns,False,Dwarfhamster_hd
155,prerank,KEGG_2021_Human__Collecting duct acid secretion,0.5377251470147559,1.1918831460511694,0.2287390029325513,0.3759246545772104,1.0,6/16,14.88%,TCIRG1;ATP6V0D1;ATP6V1F;ATP6V0E1;ATP6V1B2;ATP6V1G1,KEGG_2021_Human,Collecting duct acid secretion,0.42489919065832354,ns,False,Dwarfhamster_hd
152,prerank,MSigDB_Hallmark_2020__heme Metabolism,0.3767154393462439,1.1965096422600714,0.13938053097345132,0.3689675456085946,1.0,35/157,15.92%,TMEM9B;RAD23A;CCND3;CTSB;ASNS;LRP10;BLVRB;MINPP1;HBQ1;EIF2AK1;SLC6A9;FBXO7;SLC7A11;MAP2K3;SIDT2;ACP5;SLC66A2;ACKR1;GCLM;GCLC;SLC2A1;RCL1;UCP2;LAMP2;ADIPOR1;NFE2;SDCBP;LPIN2;PPP2R5B;HEBP1;ATG4A;CTSE;P4HA2;MARCHF2;USP15,MSigDB_Hallmark_2020,heme Metabolism,0.4330118327107784,ns,False,Dwarfhamster_hd
151,prerank,KEGG_2021_Human__Diabetic cardiomyopathy,0.38101541754490037,1.196543075938616,0.13393870601589103,0.37200700449334595,1.0,27/142,18.35%,VDAC3;PTPA;SDHC;NCF4;CYC1;RELA;UQCRC1;NCF2;NDUFS4;SDHB;PDK4;PPP1CA;NDUFS3;PRKCD;SLC2A1;TGFB1;MMP9;PDHB;VDAC2;UQCRHL;NDUFA7;CPT2;CYBA;AGT;G6PD;SLC25A5;NDUFS8,KEGG_2021_Human,Diabetic cardiomyopathy,0.42944888274130255,ns,False,Dwarfhamster_hd
150,prerank,KEGG_2021_Human__mTOR signaling pathway,0.3911532786573704,1.1967754261866326,0.1686182669789227,0.3745972635382124,1.0,32/108,22.62%,MAP2K2;PRR5;TNFRSF1A;LAMTOR3;DDIT4;EIF4EBP1;SLC3A2;ATP6V1F;SEC13;SLC7A5;RPS6KA1;RRAGC;ATP6V1B2;EIF4E;CASTOR1;EIF4E2;FNIP2;LPIN2;MAP2K1;IKBKB;SESN2;ATP6V1G1;FLCN;WNT4;RHEB;MLST8;ATP6V1C1;WDR24;STRADA;CLIP1;TBC1D7;AKT1,KEGG_2021_Human,mTOR signaling pathway,0.4264353995037475,ns,True,Dwarfhamster_hd
149,prerank,KEGG_2021_Human__Basal transcription factors,0.46564134135798585,1.1970781504921426,0.21095890410958903,0.3771541088667177,1.0,5/34,7.79%,TBPL1;TAF12;GTF2F1;CCNH;TAF10,KEGG_2021_Human,Basal transcription factors,0.42348115654561896,ns,False,Dwarfhamster_hd
147,prerank,KEGG_2021_Human__Renal cell carcinoma,0.4342277659188613,1.2012985986920366,0.20439844760672704,0.3707904930783339,1.0,13/50,18.88%,MAP2K2;EGLN2;CDKN1A;SLC2A1;TGFB1;ELOC;TFE3;MAP2K1;RAP1B;FH;ELOB;FLCN;HIF1A,KEGG_2021_Human,Renal cell carcinoma,0.4308714095236286,ns,False,Dwarfhamster_hd
144,prerank,KEGG_2021_Human__B cell receptor signaling pathway,0.42344131958177733,1.2085816073342306,0.1893644617380026,0.3575975670428573,1.0,13/60,14.32%,MAP2K2;NFKBIB;LILRA6;PTPN6;RELA;BTK;VAV1;FCGR2B;NFKBIA;LILRB2;MAP2K1;IKBKB;DAPP1,KEGG_2021_Human,B cell receptor signaling pathway,0.4466054446396999,ns,False,Dwarfhamster_hd
143,prerank,KEGG_2021_Human__Lipid and atherosclerosis,0.3864674936694392,1.2181649302321804,0.10792951541850221,0.3398195915106381,1.0,49/148,22.62%,IRF7;TNFRSF1A;NCF4;RELA;CASP1;CD14;XBP1;LBP;DDIT3;NCF2;EIF2S1;CASP3;IRAK1;CCL2;BAX;MAP2K3;CCL3L3;TICAM1;MYD88;VAV1;CYCS;FAS;MMP9;TLR2;NFKBIA;HSPA5;ICAM1;CXCL3;TRAF2;SOD2;IKBKB;LY96;ABCA1;CYBA;RAP1B;FASLG;JAK2;CCL5;IL12A;TNFSF10;CASP9;LYN;SRC;HSPD1;CDC42;TBK1;BID;NLRP3;AKT1,KEGG_2021_Human,Lipid and atherosclerosis,0.4687515865037917,ns,False,Dwarfhamster_hd
142,prerank,KEGG_2021_Human__Bladder cancer,0.473771894505465,1.219338322274777,0.19034482758620688,0.34038945812585775,1.0,6/33,12.63%,MAP2K2;CDKN1A;THBS1;MMP9;DAPK3;MAP2K1,KEGG_2021_Human,Bladder cancer,0.46802389849539006,ns,False,Dwarfhamster_hd
141,prerank,KEGG_2021_Human__Amoebiasis,0.42525981351748415,1.2225153627728427,0.16180048661800486,0.3367491795823552,1.0,17/65,18.65%,IL1R2;ARG1;RELA;CD14;CASP3;HSPB1;SERPINB9;RAB5C;TGFB1;TLR2;CXCL3;ARG2;RAB7A;NOS2;RAB5A;IL12A;IL10,KEGG_2021_Human,Amoebiasis,0.4726934536696836,ns,False,Dwarfhamster_hd
140,prerank,KEGG_2021_Human__Sphingolipid metabolism,0.48269322064468545,1.2235259576825828,0.18403247631935046,0.3375145698088589,1.0,9/31,19.77%,SMPD1;PSAP;SMPD2;GALC;DEGS1;GLA;NEU1;SPHK1;GBA,KEGG_2021_Human,Sphingolipid metabolism,0.4717074748299537,ns,False,Dwarfhamster_hd
139,prerank,MSigDB_Hallmark_2020__Protein Secretion,0.41365589321525115,1.223593985199378,0.15011820330969267,0.34047545771825594,1.0,28/78,22.33%,CTSC;TMED10;TSG101;CLTA;GALC;NAPA;COPE;RER1;ERGIC3;TMED2;GOSR2;GLA;PPT1;LAMP2;AP2S1;BET1;M6PR;RAB5A;ABCA1;CLN5;CD63;SOD1;AP3S1;CAV2;STX7;SCRN1;RAB14;RAB9A,MSigDB_Hallmark_2020,Protein Secretion,0.46791418760339387,ns,False,Dwarfhamster_hd
138,prerank,KEGG_2021_Human__Fluid shear stress and atherosclerosis,0.40404069273517046,1.2236899819055809,0.13038416763678695,0.34330720751233207,1.0,23/107,16.06%,IL1R2;TNFRSF1A;MGST1;SQSTM1;HMOX1;RELA;SUMO4;NCF2;ACTG1;TXN2;CCL2;GSTP1;KEAP1;MGST2;DUSP1;MMP9;CTSL;ICAM1;PDGFA;SDC4;IKBKB;NQO1;CYBA,KEGG_2021_Human,Fluid shear stress and atherosclerosis,0.464317078747347,ns,False,Dwarfhamster_hd
135,prerank,KEGG_2021_Human__Ubiquitin mediated proteolysis,0.4104945549254854,1.2368907113739447,0.1140861466821886,0.3175833897556943,1.0,22/108,13.41%,UBE2L6;UBA7;PPIL2;PML;UBE2I;UBE2M;UBE2F;SOCS3;BIRC3;CDC34;UBE2G2;SOCS1;UBB;KEAP1;UBC;UBE2Q1;UBE2J1;UBE2L3;ELOC;AIRE;SAE1;UBE2D1,KEGG_2021_Human,Ubiquitin mediated proteolysis,0.49814222011801496,ns,False,Dwarfhamster_hd
134,prerank,KEGG_2021_Human__Long-term depression,0.48149085068795117,1.2379874560332809,0.18523676880222842,0.31838516878096557,1.0,9/32,19.93%,MAP2K2;PPP2R1A;PPP2CA;MAP2K1;GNAI2;RYR1;GNAI3;PLA2G4A;LYN,KEGG_2021_Human,Long-term depression,0.49704717104305673,ns,False,Dwarfhamster_hd
132,prerank,KEGG_2021_Human__Notch signaling pathway,0.4557141801654141,1.2473839925225132,0.1316818774445893,0.30230853974930333,1.0,11/50,16.30%,PTCRA;SNW1;DTX3L;APH1B;APH1A;PSEN1;JAG2;DLL1;PSENEN;DTX2;NCSTN,KEGG_2021_Human,Notch signaling pathway,0.5195495845005973,ns,False,Dwarfhamster_hd
130,prerank,KEGG_2021_Human__RNA transport,0.4029739003819848,1.2495332930544654,0.0924092409240924,0.30040896637262915,1.0,45/131,24.99%,EIF3D;THOC5;RPP40;POP7;UBE2I;SUMO4;EIF4EBP1;RPP25L;RPP14;EIF2S1;EIF3B;EIF3G;NXT1;EIF2B1;DDX39B;RNPS1;GEMIN5;EIF2S2;SEC13;EIF4E;EIF4A3;RPP30;RPP38;EIF4E2;ALYREF;DDX19B;SAP18;EIF2B2;EIF5;TACC3;RBM8A;NUP43;NUP35;NMD3;EIF4EBP2;PRMT5;SMN2;EIF4G1;GEMIN7;PHAX;TGS1;PYM1;AAAS;NUP62;PAIP1,KEGG_2021_Human,RNA transport,0.5222871089912989,ns,False,Dwarfhamster_hd
127,prerank,KEGG_2021_Human__Cholesterol metabolism,0.5012237214959727,1.2553767129816806,0.15706051873198848,0.29132328876230584,1.0,11/29,20.94%,VDAC3;LRPAP1;ANGPTL4;VDAC2;CYP27A1;TSPO;ABCA1;SCARB1;STARD3;NCEH1;APOA2,KEGG_2021_Human,Cholesterol metabolism,0.5356247959192649,ns,False,Dwarfhamster_hd
126,prerank,KEGG_2021_Human__Oxidative phosphorylation,0.42065683970492707,1.2609155800919807,0.10304449648711944,0.2830584341965885,1.0,48/94,36.88%,SDHC;CYC1;UQCRC1;TCIRG1;NDUFS4;SDHB;ATP6V0D1;ATP6V1F;NDUFS3;ATP6V0E1;ATP6V1B2;UQCRHL;NDUFA7;ATP6V1G1;ATP6V0B;NDUFS8;ATP6AP1;ATP5PO;ATP6V1C1;PPA1;NDUFA5;NDUFA9;ATP5F1C;SDHA;NDUFB7;NDUFA8;NDUFS2;NDUFB9;NDUFS6;ATP6V0A1;NDUFA6;NDUFB3;ATP6V1D;COX10;NDUFB8;NDUFV2;COX8A;NDUFB11;COX17;ATP5MC1;COX5A;ATP6V0E2;ATP5F1D;ATP5PD;ATP6V1A;ATP5F1B;COX15;NDUFB6,KEGG_2021_Human,Oxidative phosphorylation,0.5481239000605544,ns,False,Dwarfhamster_hd
124,prerank,KEGG_2021_Human__Legionellosis,0.4739939214604877,1.2632404020258838,0.14960629921259844,0.2808875294223267,1.0,23/42,27.58%,RELA;CASP1;CD14;CASP3;MYD88;HBS1L;CYCS;TLR2;NFKBIA;CXCL3;SAR1B;SAR1A;TLR5;IL12A;NFKB2;CASP9;NLRC4;HSPD1;CR1L;IL1B;APAF1;IL6;HSPA1L,KEGG_2021_Human,Legionellosis,0.551467541764221,ns,False,Dwarfhamster_hd
123,prerank,KEGG_2021_Human__Glycosphingolipid biosynthesis,0.4996367281457518,1.2642572501521445,0.1483050847457627,0.2817606102526019,1.0,12/29,31.00%,ST6GALNAC4;GLA;A4GALT;FUT7;FUT4;ST3GAL1;B3GALNT1;B3GALT4;B3GNT4;B4GALT3;B4GALT2;NAGA,KEGG_2021_Human,Glycosphingolipid biosynthesis,0.5501197207569425,ns,False,Dwarfhamster_hd
119,prerank,KEGG_2021_Human__Adipocytokine signaling pathway,0.4653437147158797,1.27472572166084,0.13071895424836602,0.2641167998982527,1.0,16/50,18.59%,TRADD;TNFRSF1A;CPT1A;NFKBIB;G6PC3;RELA;PRKAB1;SOCS3;SLC2A1;NFKBIA;ADIPOR1;TRAF2;IKBKB;ADIPOR2;JAK2;ACSL5,KEGG_2021_Human,Adipocytokine signaling pathway,0.5782039733820268,ns,True,Dwarfhamster_hd
118,prerank,KEGG_2021_Human__Chemokine signaling pathway,0.40990342149488873,1.27628369510038,0.06997742663656885,0.2637913990217706,1.0,48/137,22.62%,GSK3A;STAT1;CCL19;STAT2;NFKBIB;CXCL10;CCL8;CCL22;CCL7;RELA;CXCL11;CCR5;GNB2;CCL2;CCL3L3;CXCL16;FGR;CCR1;VAV1;PRKCD;CXCR2;NFKBIA;GNB1;CXCL3;MAP2K1;CXCR1;PF4V1;CCL4L2;IKBKB;GNAI2;PIK3R5;GNG11;RAP1B;CCL24;JAK2;CCL5;GNAI3;JAK3;CCL13;CXCR3;LYN;SRC;ADCY4;CDC42;CXCL6;GNGT2;CXCL9;AKT1,KEGG_2021_Human,Chemokine signaling pathway,0.5787393688286202,ns,False,Dwarfhamster_hd
117,prerank,MSigDB_Hallmark_2020__DNA Repair,0.4086106218473374,1.2779392904190896,0.06551724137931035,0.2633387767011237,1.0,24/133,12.52%,ADRM1;CMPK2;VPS28;POLR3C;TSG101;TAF12;GTF2F1;MRPL40;NT5C3A;PNP;HCLS1;POLR2E;TMED2;TAF10;POLD3;CLP1;SURF1;NUDT9;SF3A3;SSRP1;NELFE;CDA;SDCBP;ALYREF,MSigDB_Hallmark_2020,DNA Repair,0.5794851862134187,ns,False,Dwarfhamster_hd
116,prerank,MSigDB_Hallmark_2020__UV Response Up,0.4149012314317883,1.2780654482039542,0.06969026548672566,0.26587555941435614,1.0,45/129,22.09%,TAP1;CCND3;BAK1;ASNS;PSMC3;CNP;GCH1;SQSTM1;GRPEL1;HMOX1;CASP3;GRINA;STK25;CDC34;ATP6V1F;TARS1;PRKCD;DGAT1;ATF3;TMBIM6;PPT1;NFKBIA;AP2S1;BTG3;ICAM1;SOD2;HYAL2;ALDOA;RPN1;TUBA4A;CLTB;IRF1;EIF5;STIP1;ALAS1;MMP14;MGAT1;PRPF3;STARD3;LYN;ATP6V1C1;BSG;TST;UROD;BID,MSigDB_Hallmark_2020,UV Response Up,0.5753215833127694,ns,False,Dwarfhamster_hd
115,prerank,KEGG_2021_Human__Chronic myeloid leukemia,0.45826259385953294,1.2795143222408696,0.09759188846641319,0.2657287462265598,1.0,10/60,15.53%,MAP2K2;BAK1;CDKN1A;RELA;BAX;TGFB1;NFKBIA;MAP2K1;IKBKB;GADD45G,KEGG_2021_Human,Chronic myeloid leukemia,0.5755614615766397,ns,False,Dwarfhamster_hd
114,prerank,KEGG_2021_Human__Thyroid cancer,0.49045511596006114,1.280369987292453,0.1478494623655914,0.2669375465004584,1.0,9/34,18.89%,MAP2K2;BAK1;CDKN1A;BAX;TPM3;MAP2K1;GADD45G;TFG;NTRK1,KEGG_2021_Human,Thyroid cancer,0.5735903355750965,ns,False,Dwarfhamster_hd
112,prerank,KEGG_2021_Human__Transcriptional misregulation in cancer,0.41662922257899127,1.284949653648497,0.07054871220604703,0.2608034262984419,1.0,27/119,12.47%,ELANE;PTCRA;BAK1;DEFA5;ASPSCR1;IL1R2;CDKN1A;FLT3;NUPR1;RELA;PML;MAX;ZBTB16;CD14;DDIT3;SPI1;BIRC3;BAX;MMP9;PER2;TRAF1;CEBPE;ZBTB17;CEBPB;ETV4;TFE3;PDGFA,KEGG_2021_Human,Transcriptional misregulation in cancer,0.5836867073698253,ns,False,Dwarfhamster_hd
111,prerank,KEGG_2021_Human__Shigellosis,0.4057781714444261,1.287830974165036,0.04736275565123789,0.258173358694536,1.0,54/182,22.62%,UBE2V1;TRADD;GSK3A;TNFRSF1A;NFKBIB;CGAS;GABARAP;SQSTM1;RELA;CASP1;CD14;RBCK1;ACTG1;HCLS1;RNF31;BAX;MYD88;UBB;GABARAPL1;UBC;PRKCD;CYCS;RRAGC;MYL12A;NFKBIA;BECN1;CAPNS1;TRAF2;U2AF1;UBE2D1;HK2;IKBKB;RIPK2;TLR5;ARPC3;ARPC1A;CYTH2;CYTH1;CCL5;TIFA;TRAF5;MYL12B;RIPK1;ARPC1B;SRC;STING1;ILK;NLRC4;CDC42;TBK1;NLRP3;H3-3B;MYLPF;AKT1,KEGG_2021_Human,Shigellosis,0.5880885752721744,ns,False,Dwarfhamster_hd
110,prerank,KEGG_2021_Human__Epithelial cell signaling in Helicobacter pylori infection,0.46696602603811427,1.2941627495299306,0.12015503875968993,0.2494096998536407,1.0,21/52,21.57%,RELA;CASP3;TCIRG1;ATP6V0D1;ATP6V1F;CXCR2;ATP6V0E1;ATP6V1B2;NFKBIA;CXCL3;CXCR1;IKBKB;ATP6V1G1;CCL5;ATP6V0B;ATP6AP1;LYN;MAP3K14;SRC;ATP6V1C1;CDC42,KEGG_2021_Human,Epithelial cell signaling in Helicobacter pylori infection,0.6030866602761055,ns,True,Dwarfhamster_hd
109,prerank,MSigDB_Hallmark_2020__Adipogenesis,0.4061700314114483,1.294214160716302,0.05489773950484392,0.25205057652341706,1.0,53/172,19.38%,PREB;ACO2;PLIN2;SDHC;SLC1A5;GRPEL1;CYC1;IFNGR1;UQCRC1;MDH2;GHITM;SDHB;PFKL;UBC;ANGPTL4;TALDO1;NDUFS3;TKT;DGAT1;JAGN1;ATP1B3;UCP2;CRAT;HSPB8;NMT1;SLC5A6;IMMT;ALDOA;PRDX3;RETN;MRAP;MTCH2;CPT2;ECH1;POR;ARL4A;DHRS7B;ABCA1;UCK1;ADIPOR2;SCARB1;COQ9;PFKFB3;PGM1;DLD;LPCAT3;STOM;CS;STAT5A;PIM3;CD151;SOD1;VEGFB,MSigDB_Hallmark_2020,Adipogenesis,0.5985123048489119,ns,False,Dwarfhamster_hd
108,prerank,KEGG_2021_Human__Glycolysis / Gluconeogenesis,0.4733170857436613,1.295417627546251,0.11642949547218628,0.25220496092829436,1.0,20/44,19.41%,LDHA;G6PC3;MINPP1;AKR1A1;TPI1;PGK1;PKM;ADPGK;PFKL;ENO1;PGM2;LDHC;PDHB;ALDOA;ALDH3B1;HK2;GPI;PGM1;DLD;PGAM4,KEGG_2021_Human,Glycolysis / Gluconeogenesis,0.5982463750087998,ns,False,Dwarfhamster_hd
107,prerank,KEGG_2021_Human__Central carbon metabolism in cancer,0.46341669990923806,1.3020261642057418,0.10586734693877552,0.24254774058863882,1.0,18/54,19.41%,MAP2K2;LDHA;SLC1A5;FLT3;PKM;PFKL;SLC16A3;SIRT6;SLC7A5;SLC2A1;LDHC;PDHB;MAP2K1;HK2;G6PD;HIF1A;NTRK1;PGAM4,KEGG_2021_Human,Central carbon metabolism in cancer,0.6152027666139095,ns,False,Dwarfhamster_hd
105,prerank,KEGG_2021_Human__Protein export,0.560792858504199,1.3265386321996693,0.112375533428165,0.20260198618046063,1.0,11/21,25.18%,OXA1L;SEC11C;SRP68;HSPA5;SRPRA;SEC11A;SRP72;SPCS2;SRP19;SEC61B;SRPRB,KEGG_2021_Human,Protein export,0.6933563014091738,ns,False,Dwarfhamster_hd
104,prerank,KEGG_2021_Human__Cysteine and methionine metabolism,0.5052438961086849,1.3329081551650368,0.09362279511533243,0.19474376207749178,1.0,10/36,17.38%,LDHA;MPST;MDH2;PSAT1;GCLM;GCLC;LDHC;SDS;SRM;PHGDH,KEGG_2021_Human,Cysteine and methionine metabolism,0.7105364445088588,ns,False,Dwarfhamster_hd
102,prerank,KEGG_2021_Human__Sphingolipid signaling pathway,0.45133926242468075,1.340554882678531,0.041371158392434985,0.1851490459408653,1.0,31/92,27.08%,MAP2K2;TRADD;TNFRSF1A;RELA;SMPD1;SMPD2;PPP2R1A;PPP2CA;BAX;DEGS1;ADORA3;TRAF2;MAP2K1;PPP2R5B;GNAI2;PPP2R2D;PPP2R2A;SPHK1;S1PR1;GNAI3;BID;S1PR2;AKT1;KNG1;FCER1A;PPP2R3C;GNA13;PPP2CB;NRAS;MAPK13;SPTLC2,KEGG_2021_Human,Sphingolipid signaling pathway,0.7324785214956359,ns,False,Dwarfhamster_hd
101,prerank,KEGG_2021_Human__Human papillomavirus infection,0.41677058629616376,1.3410809236908865,0.016877637130801686,0.18652521798981778,1.0,53/226,18.18%,ISG15;MAP2K2;OASL;TRADD;CCND3;PSMC1;BAK1;IRF9;STAT1;MX1;TNFRSF1A;STAT2;TBPL1;EIF2AK2;CDKN1A;CREB3;RELA;SLC9A3R1;PPP2R1A;EIF4EBP1;PKM;CASP3;TCIRG1;PPP2CA;BAX;TICAM1;ATP6V0D1;ATP6V1F;THBS1;PTGS2;PSEN1;FAS;IFNAR2;ATP6V0E1;ATP6V1B2;TLR3;MAP2K1;PPP2R5B;ITGA3;IKBKB;IRF1;ATP6V1G1;SPP1;PPP2R2D;LLGL1;PPP2R2A;BCAP31;FASLG;IBSP;TNC;WNT4;RHEB;ATP6V0B,KEGG_2021_Human,Human papillomavirus infection,0.7292624437832391,ns,True,Dwarfhamster_hd
100,prerank,KEGG_2021_Human__Human cytomegalovirus infection,0.4260050211682889,1.3417373465717706,0.02505446623093682,0.18788004935598349,1.0,46/160,20.21%,MAP2K2;TAP1;TRADD;BAK1;TNFRSF1A;CGAS;CDKN1A;CREB3;CALR;RELA;TAP2;IL10RA;CCR5;EIF4EBP1;GNB2;CASP3;PTGER2;CCL2;BAX;CCL3L3;PTGS2;CCR1;B2M;PDIA3;CYCS;FAS;IL10RB;CXCR2;NFKBIA;GNB1;TRAF2;MAP2K1;CCL4L2;IKBKB;GNAI2;GNG11;ATF6B;FASLG;CCL5;RHEB;TRAF5;GNAI3;RIPK1;CASP9;SRC;STING1,KEGG_2021_Human,Human cytomegalovirus infection,0.7261193343998571,ns,True,Dwarfhamster_hd
99,prerank,KEGG_2021_Human__PD-L1 expression and PD-1 checkpoint pathway in cancer,0.46462459622132607,1.3434640910224236,0.07142857142857142,0.18739478410858476,1.0,17/77,14.06%,MAP2K2;CSNK2B;STAT1;NFKBIB;PTPN6;IFNGR1;RELA;IFNGR2;MAP2K3;TICAM1;MYD88;BATF2;TLR2;NFKBIA;CD274;MAP2K1;IKBKB,KEGG_2021_Human,PD-L1 expression and PD-1 checkpoint pathway in cancer,0.727242501305148,ns,False,Dwarfhamster_hd
97,prerank,MSigDB_Hallmark_2020__PI3K/AKT/mTOR  Signaling,0.4595894913121666,1.3498985594377026,0.04468599033816425,0.18050148127515112,1.0,21/80,10.36%,CSNK2B;TRIB3;TNFRSF1A;STAT2;CFL1;NFKBIB;CDKN1A;SQSTM1;ARHGDIA;CALR;SLA;DDIT3;MAP2K3;MYD88;PPP1CA;RPS6KA1;SLC2A1;RALB;DUSP3;MKNK1;EIF4E,MSigDB_Hallmark_2020,PI3K/AKT/mTOR  Signaling,0.7435192297307074,ns,True,Dwarfhamster_hd
95,prerank,KEGG_2021_Human__Non-alcoholic fatty liver disease,0.45270885342032785,1.3821840765845808,0.01756440281030445,0.1397379259264801,1.0,25/118,14.06%,GSK3A;TNFRSF1A;SDHC;CYC1;RELA;UQCRC1;PRKAB1;XBP1;DDIT3;EIF2S1;SOCS3;CASP3;NDUFS4;SDHB;BAX;NDUFS3;CYCS;TGFB1;FAS;CYP2E1;ADIPOR1;TRAF2;UQCRHL;NDUFA7;IKBKB,KEGG_2021_Human,Non-alcoholic fatty liver disease,0.85468570709119,ns,False,Dwarfhamster_hd
93,prerank,KEGG_2021_Human__Small cell lung cancer,0.47828336967227963,1.3836721897267852,0.05199516324062878,0.1397121150342836,1.0,17/74,15.53%,BAK1;CDKN1A;RELA;MAX;CASP3;BIRC3;BAX;PTGS2;CYCS;TRAF1;NFKBIA;ZBTB17;TRAF2;ITGA3;IKBKB;NOS2;GADD45G,KEGG_2021_Human,Small cell lung cancer,0.8547659327232726,ns,True,Dwarfhamster_hd
92,prerank,KEGG_2021_Human__Citrate cycle (TCA cycle),0.5666850300516766,1.3879202532810428,0.08028169014084507,0.13630281863371219,0.999,12/26,21.05%,ACO2;SDHC;MDH2;SDHB;DLST;SUCLA2;ACO1;PDHB;FH;DLD;CS;PCK2,KEGG_2021_Human,Citrate cycle (TCA cycle),0.8654951632085345,ns,False,Dwarfhamster_hd
90,prerank,KEGG_2021_Human__Porphyrin and chlorophyll metabolism,0.5797489154089773,1.3918805548054378,0.06847360912981455,0.13402974784456032,0.999,4/24,4.66%,HMOX2;BLVRB;HMOX1;GUSB,KEGG_2021_Human,Porphyrin and chlorophyll metabolism,0.8727987994641796,ns,False,Dwarfhamster_hd
89,prerank,KEGG_2021_Human__Cytokine-cytokine receptor interaction,0.43921127541942484,1.3927067563872708,0.01893095768374165,0.13477876596730146,0.999,48/157,19.66%,LTBR;IL1R2;CCL19;CSF3R;TNFRSF1A;CXCL10;CCL8;CCL22;CCL7;IFNGR1;NODAL;CXCL11;IL10RA;CSF1;CCR5;CSF2RA;IFNGR2;CCL2;CCL3L3;CXCL16;GDF15;CCR1;TGFB1;IL15RA;FAS;IL10RB;CXCR2;IFNAR2;INHBA;OSM;IL4R;CXCL3;IL27;CXCR1;PF4V1;ACKR3;CCL4L2;CLCF1;IL20RB;CCL24;FASLG;CCL5;IL12A;IL10;TNFSF10;CCL13;CXCR3;CSF2RB,KEGG_2021_Human,Cytokine-cytokine receptor interaction,0.870378524340967,ns,True,Dwarfhamster_hd
88,prerank,KEGG_2021_Human__JAK-STAT signaling pathway,0.46897208446272093,1.4025225703594548,0.030805687203791468,0.125500738199392,0.999,29/98,19.66%,CCND3;IRF9;STAT1;CSF3R;STAT2;CDKN1A;PTPN6;IFNGR1;IL10RA;SOCS3;CSF2RA;IFNGR2;SOCS1;MCL1;IL15RA;IL10RB;IFNAR2;OSM;IL4R;PDGFA;CISH;IL20RB;SOCS2;JAK2;IL12A;IL10;JAK3;STAT5A;CSF2RB,KEGG_2021_Human,JAK-STAT signaling pathway,0.9013537196412729,ns,True,Dwarfhamster_hd
87,prerank,KEGG_2021_Human__Acute myeloid leukemia,0.5127555428917245,1.4146828374270155,0.04331210191082802,0.11415731177687419,0.999,12/53,14.06%,MAP2K2;FLT3;RELA;PML;ZBTB16;CD14;EIF4EBP1;SPI1;PER2;CEBPE;MAP2K1;IKBKB,KEGG_2021_Human,Acute myeloid leukemia,0.9424962667173032,ns,False,Dwarfhamster_hd
85,prerank,KEGG_2021_Human__Glutathione metabolism,0.5255708588784136,1.4211077199003876,0.04774535809018567,0.1091896279642465,0.999,16/44,17.41%,HPGDS;MGST1;LAP3;PRDX6;CHAC1;GSTP1;GCLM;MGST2;GPX1;GCLC;TXNDC12;PGD;GGCT;ODC1;SRM;G6PD,KEGG_2021_Human,Glutathione metabolism,0.9618186137542805,ns,False,Dwarfhamster_hd
83,prerank,KEGG_2021_Human__Ether lipid metabolism,0.568337866209212,1.4249200088316885,0.05013927576601671,0.10697469543582769,0.997,6/29,9.17%,PLA2G5;PLD4;PLA2G2A;CHPT1;PLA2G2D;PAFAH1B3,KEGG_2021_Human,Ether lipid metabolism,0.9707189413079484,ns,False,Dwarfhamster_hd
